word,synonyms
labourer,"[""operative"", ""worker"", ""workman"", ""laborer""]"
lexicalize,"[""lexicalise""]"
puffing,"[""huffing"", ""snorting""]"
handgun,"[""gonne"", ""pistol""]"
preordination,"[""predestination""]"
chabazite,"[""chabasite""]"
abortee,"[""aborter""]"
towage,"[""tow""]"
potage,"[""pottage""]"
gizzard,"[""ventriculus""]"
furled,"[""rolled""]"
corona,"[""aureole"", ""crown""]"
compartmentalisation,"[""categorization"", ""compartmentalization""]"
mediation,"[""intermediation""]"
originality,"[""creativity"", ""originalness""]"
ropeway,"[""cableway"", ""tramway""]"
untreatability,"[""incurability"", ""incurableness"", ""untreatableness""]"
yedo,"[""tokyo""]"
arboreous,"[""arboraceous"", ""arboreal"", ""arborescent""]"
tovarich,"[""tovarisch""]"
usie,"[""wefie""]"
faded,"[""drab"", ""pallid"", ""sallow"", ""washy"", ""attenuated""]"
gallium,"[""ga"", ""ekaaluminium""]"
moorage,"[""docking"", ""mooring""]"
perspectivization,"[""perspectivation""]"
spookily,"[""eerily""]"
quadrichromatic,"[""tetrachromatic""]"
ide,"[""ata"", ""orfe""]"
callboy,"[""bellhop""]"
spondyle,"[""vertebra""]"
skreak,"[""squawk"", ""squeak""]"
isocyclic,"[""homocyclic""]"
walkway,"[""walk""]"
clubbed,"[""clavate""]"
uncouthness,"[""boorishness""]"
gas,"[""air"", ""fastball"", ""accelerator"", ""big"", ""fart"", ""flatulence"", ""fuel"", ""gasolene"", ""gasoline"", ""throttle"", ""vapor"", ""wind"", ""petrol"", ""garrulously"", ""greatly"", ""idly"", ""please"", ""poison"", ""refuel"", ""turn"", ""with"", ""boast""]"
methacrolein,"[""methacrylaldehyde""]"
dullsville,"[""anytown""]"
fluorspar,"[""fluorite""]"
cleave,"[""cling"", ""rive"", ""split""]"
lection,"[""lesson""]"
pebble,"[""stone""]"
km,"[""kilometre"", ""kilometer""]"
scissors,"[""switch""]"
collectivize,"[""collectivise""]"
fohn,"[""foehn""]"
wisely,"[""sagely"", ""intelligently"", ""prudently"", ""sensibly""]"
tuppence,"[""twopence""]"
murderball,"[""killerball""]"
substrate,"[""substratum"", ""underlayer""]"
wassailer,"[""carouser"", ""toaster""]"
friskiness,"[""frolicsomeness"", ""sportiveness""]"
defecator,"[""shitter"", ""voider""]"
manipulate,"[""control"", ""rig"", ""fudge"", ""use""]"
frequentest,"[""most""]"
origination,"[""initiation"", ""origin""]"
icing,"[""frosting"", ""frost""]"
multiline,"[""multilined""]"
princedom,"[""principality""]"
satisfy,"[""appease"", ""convince"", ""fulfil"", ""fulfill"", ""gratify"", ""please"", ""satisfice"", ""meet""]"
offensive,"[""affrontive"", ""aggressive"", ""invidious"", ""nauseating"", ""unsavory"", ""violative"", ""offense"", ""yucky""]"
toenail,"[""toe""]"
omphalos,"[""navel"", ""umbilicus""]"
jumper,"[""sweater"", ""bounder"", ""pinafore"", ""pinny"", ""yeoman""]"
sanction,"[""countenance"", ""disendorse"", ""endorsement"", ""imprimatur"", ""indorsement"", ""authority"", ""allow"", ""approve"", ""authorize"", ""warrant""]"
estuarial,"[""estuarine""]"
allocentric,"[""altruistic"", ""exocentric"", ""generous"", ""geocentric"", ""selfless""]"
hesitator,"[""hesitater"", ""waverer""]"
boyo,"[""lad""]"
transfuse,"[""cup"", ""instill""]"
mulishness,"[""stubbornness""]"
couldn’t,"[""could""]"
fumeroot,"[""fumewort"", ""fumitory""]"
chthonian,"[""chthonic"", ""nether""]"
improvise,"[""extemporise"", ""extemporize"", ""improvize""]"
hebdomadal,"[""weekly""]"
apophthegm,"[""aphorism""]"
myofibril,"[""sarcostyle"", ""myofibrilla""]"
transferee,"[""transfer""]"
ger,"[""yurt""]"
motherland,"[""fatherland"", ""homeland"", ""rodina""]"
omphalodium,"[""omphalode""]"
elevator,"[""lift""]"
paederasty,"[""pederasty""]"
somatotrophin,"[""somatotropin""]"
inversely,"[""reciprocally""]"
mandevilla,"[""dipladenia""]"
esteemed,"[""valued"", ""honored"", ""prestigious""]"
pep,"[""energy"", ""ginger"", ""peppiness"", ""peppy"", ""phosphoenolpyruvate""]"
unlicensed,"[""bootleg"", ""unaccredited""]"
biro,"[""ballpoint""]"
deteriorate,"[""decay"", ""decline"", ""degenerate"", ""nerf"", ""weaken"", ""worsen"", ""devolve"", ""dwindle"", ""perish"", ""suffer""]"
sharpie,"[""cardsharp""]"
voidance,"[""emptying""]"
tubulars,"[""singles"", ""sprints"", ""tubies""]"
agrotechnology,"[""agrotech""]"
bye,"[""adieu"", ""goodbye"", ""pass"", ""tara""]"
sweating,"[""diaphoresis"", ""hidrosis"", ""perspiring"", ""sudation"", ""perspiration""]"
cisgender,"[""cisgendered"", ""nontrans""]"
biosignature,"[""biomarker""]"
recognised,"[""accepted"", ""recognized""]"
balthasar,"[""balthazar""]"
tranquilliser,"[""tranquilizer""]"
lettered,"[""knowledgeable""]"
anatta,"[""egolessness""]"
molochize,"[""sacrifice""]"
steadily,"[""steady""]"
masterling,"[""lordling""]"
exorcize,"[""exorcise""]"
hundredth,"[""centisecond"", ""100th""]"
corporally,"[""bodily""]"
cameraman,"[""cameraperson"", ""cinematographer""]"
crawlfish,"[""crawdad""]"
affectional,"[""affective"", ""affectual"", ""emotive""]"
swineherd,"[""pigman"", ""swineherder""]"
netphone,"[""webphone""]"
nonparous,"[""nonparturient"", ""nonparturitive"", ""nulliparous""]"
tauntingly,"[""teasingly""]"
stannous,"[""stannic""]"
captivatingly,"[""bewitchingly"", ""enchantingly"", ""enthrallingly""]"
rectangular,"[""orthogonal""]"
manliness,"[""manfulness"", ""manhood""]"
jap,"[""bagel"", ""japanese"", ""kugel"", ""nip""]"
disparate,"[""different"", ""incommensurable"", ""incongruous""]"
mantyhose,"[""brosiery""]"
hydroxydaunorubicin,"[""adriamycin"", ""doxorubicin""]"
metagrabolised,"[""metagrabolized"", ""metagrobolised"", ""metagrobolized"", ""mystified""]"
haematocrit,"[""hematocrit""]"
conciliator,"[""pacifier"", ""peacemaker"", ""reconciler""]"
preempt,"[""ninja"", ""displace""]"
inharmonic,"[""disharmonious""]"
horseling,"[""pony""]"
negentropy,"[""ectropy"", ""centropy"", ""disentropy"", ""entaxy"", ""extropy""]"
thighbone,"[""femur""]"
nagger,"[""scold""]"
tasselweed,"[""widgeonweed""]"
swinging,"[""beating"", ""lilting"", ""swing"", ""swingy"", ""tripping""]"
aphonic,"[""voiceless""]"
shingler,"[""roof""]"
aibn,"[""azobisisobutyronitrile""]"
palaver,"[""ado"", ""blandishment"", ""jabber"", ""chatter"", ""wheedle"", ""rhetoric""]"
feprazone,"[""prenazone""]"
podolite,"[""dahllite""]"
lxxxvii,"[""87""]"
connatural,"[""inborn"", ""inbred"", ""indigenous""]"
chauffeuress,"[""chauffeuse""]"
rusnak,"[""ukrainian""]"
requisition,"[""sequestration""]"
gonggong,"[""kanghui""]"
adulation,"[""worshipping""]"
astheny,"[""asthenia""]"
postconcussional,"[""postconcussion""]"
burrovian,"[""burroughsian""]"
vaccinum,"[""vaccine""]"
bondmaiden,"[""bondmaid""]"
untimeliness,"[""intempestivity"", ""inopportuneness"", ""unseasonableness""]"
phallic,"[""penile"", ""penislike"", ""ithyphallic"", ""priapic""]"
limitless,"[""illimitable"", ""infinite"", ""boundless"", ""unlimited"", ""measureless"", ""unconfined""]"
dismayed,"[""abashed"", ""appalled""]"
autophagy,"[""autocannibalism""]"
renovator,"[""refinisher""]"
infernal,"[""hellish"", ""diabolical"", ""goddamned"", ""tartarean""]"
circumferent,"[""encompassing"", ""surrounding""]"
recessional,"[""recession""]"
antidiagonal,"[""counterdiagonal""]"
myxophyceae,"[""schizophyceae""]"
jagabat,"[""jamette""]"
noncoder,"[""nonprogrammer""]"
philippopolis,"[""plovdiv""]"
unify,"[""merge"", ""amalgamate"", ""join"", ""unite"", ""mix""]"
whee,"[""whoopee"", ""zip""]"
limber,"[""limp"", ""supple""]"
windshield,"[""windscreen""]"
beauteous,"[""beautiful""]"
transactions,"[""minutes""]"
canonical,"[""basic"", ""canonic"", ""natural"", ""sanctioned""]"
aetiology,"[""etiology""]"
kibbitz,"[""kibitz""]"
perleche,"[""cheilosis""]"
occasional,"[""casual"", ""episodic"", ""accidental"", ""causative"", ""causing"", ""incidental"", ""infrequent"", ""irregular"", ""uncommon"", ""periodic"", ""sometime""]"
jazzster,"[""jazzbo"", ""jazzer"", ""jazzist"", ""jazzman"", ""jazzperson"", ""jitterbug""]"
tapuria,"[""mazandaran"", ""tabaristan""]"
tinstone,"[""cassiterite""]"
finder,"[""discoverer"", ""inventor"", ""spotter"", ""viewfinder""]"
mailbox,"[""letterbox"", ""inbox"", ""postbox""]"
aerate,"[""activate"", ""oxygenate"", ""aerify""]"
phoner,"[""caller"", ""telephoner""]"
propitiate,"[""appease""]"
loverly,"[""loverlike""]"
ventriculus,"[""gizzard""]"
firedog,"[""andiron""]"
nightdress,"[""nightgown""]"
deadness,"[""inanimateness"", ""inelasticity"", ""inertness"", ""unresponsiveness""]"
tetrachloroisophthalonitrile,"[""chlorothalonil""]"
huitre,"[""oyster""]"
polyzoa,"[""bryozoa""]"
formulate,"[""compose"", ""explicate"", ""invent""]"
guangdong,"[""kwangtung""]"
alloerotic,"[""heteroerotic""]"
pickled,"[""sozzled""]"
rapid,"[""quick"", ""speedy""]"
imprint,"[""embossment"", ""form"", ""impress"", ""depression"", ""masthead""]"
opportunivore,"[""freegan"", ""flexitarian"", ""opportunist""]"
clincher,"[""determiner""]"
smudging,"[""suffumigation""]"
squawk,"[""expostulate"", ""screak"", ""screech"", ""skreak"", ""skreigh"", ""gripe""]"
aristotelian,"[""aristotelean"", ""peripatetic"", ""aristotelic""]"
oceanside,"[""seaside""]"
accede,"[""agree"", ""assent"", ""submit"", ""accept"", ""concede"", ""enlist"", ""enter""]"
damascene,"[""damaskeen"", ""damasken""]"
goaded,"[""driven""]"
chat,"[""chatter"", ""confab"", ""confabulation"", ""schmoose"", ""schmooze""]"
dorsiparous,"[""dorsiferous""]"
bricole,"[""catapult""]"
antimicrobial,"[""antimicrobic"", ""disinfectant""]"
sverige,"[""sweden""]"
tantalizingly,"[""invitingly""]"
underweight,"[""boney"", ""bony"", ""scraggly"", ""scraggy"", ""scrawny"", ""skinny"", ""weedy""]"
rotting,"[""retting"", ""decomposition""]"
habakkuk,"[""habacuc""]"
sanitisation,"[""sanitation""]"
knucklehead,"[""dunce""]"
phosphokinase,"[""kinase""]"
surdization,"[""devoicing""]"
lol,"[""kek"", ""lmao"", ""roflcopter""]"
nounize,"[""nominalize""]"
thermic,"[""thermal""]"
pyrenium,"[""excipulum""]"
vestigial,"[""rudimentary""]"
funnies,"[""comics""]"
unadvisable,"[""inadvisable""]"
threadworm,"[""nematode"", ""pinworm"", ""trichina""]"
moving,"[""motive""]"
sceptred,"[""empowered""]"
eyeglasses,"[""glasses"", ""spectacles""]"
jove,"[""jupiter""]"
sash,"[""belt"", ""splitter"", ""girdle""]"
anvers,"[""antwerpen""]"
porpoise,"[""garfish""]"
indicator,"[""blinker"", ""index"", ""trafficator""]"
beck,"[""brook"", ""burn"", ""creek"", ""stream"", ""rith""]"
lifespan,"[""life"", ""lifetime""]"
nosiness,"[""prying"", ""snoopiness""]"
olfactory,"[""olfactive""]"
mechanical,"[""dronelike"", ""machinelike"", ""pasteup"", ""perfunctory"", ""technical""]"
rachitic,"[""rickety""]"
interreligious,"[""ecumenical"", ""interfaith""]"
forbode,"[""prohibition""]"
stargazing,"[""astronomy""]"
wasteyard,"[""dump""]"
visually,"[""sightwise""]"
confirmation,"[""check"", ""ratification"", ""proof"", ""substantiation"", ""verification""]"
nipping,"[""crisp"", ""frosty"", ""barbed"", ""nippy"", ""snappy""]"
foredeeming,"[""prejudice""]"
ugliness,"[""nefariousness""]"
morbific,"[""pathogenic""]"
clubbable,"[""clubable""]"
malayali,"[""keralite""]"
lant,"[""launce""]"
motherly,"[""motherish"", ""maternally""]"
ungodliness,"[""godlessness"", ""impiety"", ""afgodness""]"
netting,"[""mesh"", ""gauze""]"
consecrator,"[""bishop""]"
crepitation,"[""crackle"", ""crepitus""]"
hydraulically,"[""hydraulicly""]"
exuviate,"[""moult"", ""shed""]"
elvish,"[""elfish"", ""elven""]"
shapeless,"[""amorphous"", ""formless""]"
prosaism,"[""banality""]"
sideways,"[""endwise"", ""obliquely"", ""sideling"", ""sidelong"", ""sideway"", ""crabwise"", ""sidewise""]"
maugre,"[""notwithstanding""]"
femur,"[""femoris"", ""thighbone""]"
anonymous,"[""anon"", ""faceless"", ""nameless"", ""unidentified"", ""unknown"", ""unmarked"", ""untitled""]"
carpetbag,"[""carpetbagging""]"
passeres,"[""oscines""]"
pressburgh,"[""bratislava""]"
western,"[""occidental"", ""westerly""]"
turkistan,"[""turkestan""]"
assenting,"[""accession""]"
tot,"[""toddler"", ""total""]"
unctuous,"[""buttery"", ""fulsome"", ""oily"", ""oleaginous"", ""smarmy"", ""soapy"", ""suave"", ""creepy"", ""savorous""]"
drachma,"[""dram""]"
votic,"[""votian""]"
overcompensate,"[""cover""]"
wobble,"[""coggle"", ""joggle"", ""jiggle"", ""quaver"", ""falter"", ""judder"", ""careen"", ""shimmy""]"
antithyroid,"[""thyrostatic"", ""goitrogenic""]"
handbuild,"[""coil""]"
ambient,"[""chillout""]"
verbalism,"[""articulation"", ""expression"", ""verbiage""]"
soleid,"[""sole""]"
perceivable,"[""perceptible"", ""understandable""]"
autogenic,"[""autogenous""]"
intemperateness,"[""intemperance""]"
greyed,"[""dulled""]"
photodevice,"[""photodetector""]"
wad,"[""agglomerate"", ""cumload"", ""cumwad"", ""bag"", ""chew"", ""batch"", ""jam"", ""pack""]"
condescension,"[""condescendence"", ""condescendingness"", ""contempt"", ""disdain"", ""disdainfulness"", ""patronage"", ""superciliousness""]"
extincteur,"[""extinguisher""]"
dao,"[""circuit""]"
belarus,"[""belorussia"", ""bielorussia"", ""byelorussia"", ""byelarus""]"
workbench,"[""bench""]"
vermillion,"[""cinnabar"", ""vermilion""]"
binoculars,"[""binocs"", ""spyglass"", ""binocular""]"
debilitate,"[""weaken"", ""enfeeble"", ""emasculate"", ""enervate""]"
reputed,"[""purported"", ""putative""]"
spiritualty,"[""spirituality""]"
create,"[""build"", ""cause"", ""effect"", ""generate"", ""invent"", ""make"", ""produce"", ""manufacture""]"
auriscopy,"[""otoscopy""]"
georgism,"[""geoism""]"
corny,"[""banal"", ""kitsch"", ""platitudinous"", ""insipid"", ""kitschy""]"
diazepam,"[""valium""]"
aerophagy,"[""aerophagia""]"
contented,"[""content"", ""gratified"", ""happy"", ""pleased"", ""satisfied""]"
grocery,"[""foodstuff"", ""grocer's"", ""commodities""]"
surfboarding,"[""surfing""]"
uncensored,"[""unabridged"", ""unexpurgated""]"
demonetize,"[""demonetise""]"
voc,"[""vanoc""]"
koryakovsky,"[""pavlodar""]"
cyberian,"[""cybernaut"", ""netizen""]"
introduction,"[""debut"", ""entry"", ""foreword"", ""preface"", ""initiation"", ""insertion"", ""presentation"", ""launching"", ""preliminary"", ""unveiling""]"
leaflet,"[""booklet"", ""folder"", ""leafling"", ""cusp""]"
sussed,"[""savvy""]"
yangon,"[""rangoon""]"
sinograph,"[""sinogram""]"
growl,"[""grumble"", ""growling"", ""mutter""]"
ague,"[""malaria""]"
absolutely,"[""completely"", ""entirely"", ""perfectly"", ""categorically"", ""certainly"", ""flat"", ""indeed"", ""naturally"", ""quite""]"
rowdyism,"[""rowdiness""]"
ecg,"[""cardiogram"", ""ekg"", ""electrocardiogram""]"
effulgence,"[""radiance"", ""shine""]"
lipidaemia,"[""lipemia""]"
overpopulous,"[""overpopulated""]"
sauteed,"[""saute""]"
wippen,"[""whip""]"
ventricose,"[""ventricous""]"
czechish,"[""czech""]"
castanets,"[""bones""]"
haematology,"[""hematology""]"
isoquinazepon,"[""clazolam""]"
woolfesque,"[""woolfian"", ""woolfish""]"
bellows,"[""lung""]"
teetotal,"[""dry""]"
fraxiparine,"[""nadroparin""]"
devirgination,"[""deflowerment"", ""dehymenization"", ""depucelage"", ""defloration""]"
quadriphyllous,"[""quadrifoliate"", ""tetraphyllous""]"
hither,"[""here""]"
wryneck,"[""torticollis""]"
neoteny,"[""juvenilization"", ""pedomorphism""]"
matriarch,"[""materfamilias""]"
humanlike,"[""anthropomorphous""]"
inconsistency,"[""conflict"", ""disagreement"", ""discordance"", ""discrepancy"", ""contrariety"", ""deviation"", ""difference"", ""disparity"", ""disproportion"", ""disproportionateness"", ""dissimilarity"", ""dissonance"", ""divergence"", ""incongruity"", ""inconsonance"", ""inequality"", ""paradox"", ""unlikeness"", ""variance"", ""incompatibility"", ""inconsistentness""]"
barde,"[""caparison""]"
hierosolymitan,"[""jerusalemite""]"
arhant,"[""lohan""]"
tabaria,"[""mazandaran""]"
comfortable,"[""comforting"", ""safe"", ""comfy""]"
diplomatist,"[""diplomat""]"
boilersuit,"[""overall""]"
manchild,"[""manboy""]"
damnably,"[""cursedly"", ""deucedly""]"
chinamitl,"[""calpolli""]"
adventurous,"[""adventuresome"", ""enterprising"", ""rash"", ""unsafe""]"
functional,"[""functioning"", ""utilitarian"", ""usable"", ""functionoid"", ""operative"", ""running"", ""working""]"
neuroanatomic,"[""neuroanatomical""]"
uncontrolled,"[""unchecked""]"
defective,"[""bad"", ""damaged"", ""faulty"", ""fallible"", ""inadequate""]"
crossly,"[""grouchily""]"
skirting,"[""baseboard"", ""encircling""]"
pimping,"[""pandering"", ""poncing"", ""procuration"", ""procurement"", ""procuring"", ""proxenetism""]"
hypocrite,"[""dissembler"", ""dissimulator"", ""phoney"", ""phony"", ""pretender""]"
federate,"[""federalise"", ""federalize"", ""federated""]"
filling,"[""fill"", ""woof""]"
menstruum,"[""menstruation""]"
algolagnia,"[""sadomasochism"", ""algophilia""]"
congruousness,"[""congruity""]"
pyrosis,"[""cardialgia"", ""heartburn""]"
reborn,"[""revitalised"", ""redivivus""]"
truckle,"[""fawn""]"
qualify,"[""abate"", ""characterise"", ""characterize"", ""dispose"", ""entitle"", ""modify"", ""stipulate""]"
reg,"[""hammada"", ""serir""]"
sanctitude,"[""holiness""]"
egotistical,"[""narcissistic"", ""selfish""]"
leopolis,"[""lviv""]"
palmitaldehyde,"[""hexadecanal""]"
mutilation,"[""defacement""]"
monarchist,"[""patripassian"", ""royalist""]"
strewing,"[""scatter""]"
pluridimensional,"[""multidimensional""]"
interphase,"[""interface"", ""interkinesis""]"
echoism,"[""onomatopoeia""]"
jubayl,"[""byblos""]"
winterish,"[""winterly""]"
antipersonnel,"[""ap""]"
fulmar,"[""stinker""]"
endangerment,"[""hazard""]"
disorderliness,"[""disorder"", ""disarray"", ""rowdiness""]"
nervous,"[""agitated"", ""aflutter"", ""queasy"", ""skittish"", ""neural""]"
trinary,"[""ternary""]"
irrelevant,"[""inapposite"", ""moot""]"
barred,"[""barricaded"", ""ybarred""]"
riverside,"[""riverbank""]"
ecofreak,"[""ecocrazy""]"
spermatozoon,"[""sperm"", ""zoosperm""]"
thy,"[""thine"", ""your""]"
mcg,"[""magnetocardiography"", ""microgram""]"
spar,"[""pole"", ""sparring""]"
islamophobist,"[""islamophobe"", ""muslimphobe""]"
categorizable,"[""classifiable""]"
ipa,"[""ipalph"", ""ipass""]"
malaysian,"[""malayan"", ""malay""]"
aflare,"[""flaring""]"
endorheic,"[""terminal""]"
disconcertment,"[""discomfiture""]"
poncing,"[""pimping"", ""proxenetism""]"
recklessness,"[""extravagance"", ""foolhardiness"", ""rashness""]"
slackness,"[""inanition"", ""laxness"", ""slack""]"
prong,"[""pronk""]"
gnarl,"[""knot"", ""murmur""]"
iktar,"[""ektara""]"
felsite,"[""eurite""]"
gumtree,"[""eucalyptus""]"
reptilious,"[""reptile"", ""reptilian""]"
pronucleate,"[""pronucleated""]"
aseptic,"[""sterile""]"
caviller,"[""quibbler""]"
violin,"[""fiddle"", ""violinist""]"
meninge,"[""meninx""]"
frigerator,"[""frigidaire""]"
pianoist,"[""pianist""]"
pyjama,"[""pajama"", ""pajamas""]"
placatively,"[""calmingly""]"
consomme,"[""broth"", ""soup""]"
tendency,"[""aim"", ""inclination"", ""predisposition"", ""direction"", ""disposition"", ""penchant"", ""propensity"", ""trend"", ""leaning""]"
affiliate,"[""adopt"", ""consort"", ""enlist"", ""sister""]"
rottenstone,"[""tripoli""]"
foodmonger,"[""foodseller""]"
unflipped,"[""uninverted""]"
bodgie,"[""greaser""]"
whet,"[""quicken""]"
drip,"[""dribble"", ""drop"", ""spot"", ""dripping"", ""intravenous"", ""trickle""]"
phthalic,"[""naphthalic""]"
subvent,"[""underwrite""]"
shy,"[""bashful"", ""fainthearted"", ""shamefaced"", ""sheepish"", ""diffident"", ""timid""]"
winkle,"[""periwinkle"", ""twinkle"", ""flash""]"
dihydroxycholecalciferol,"[""calcitriol""]"
ga,"[""georgia"", ""gallium"", ""tabun""]"
outstay,"[""overstay""]"
waiting,"[""wait""]"
alcoholism,"[""dipsomania"", ""drunkenness"", ""inebriacy"", ""inebriation""]"
french,"[""gallian"", ""gallic""]"
μf,"[""microformat""]"
perilenticular,"[""circumlental""]"
neoclassic,"[""neoclassical""]"
cookery,"[""cooking""]"
duplicitous,"[""deceitful""]"
radiographist,"[""radiographer""]"
disaster,"[""blow"", ""catastrophe"", ""accident"", ""adversity"", ""calamity"", ""casualty"", ""misadventure"", ""mischance"", ""misfortune"", ""mishap"", ""stroke""]"
manly,"[""hardy"", ""male"", ""manful"", ""manlike"", ""manfully"", ""mannish"", ""masculine""]"
alastrim,"[""amaas"", ""pseudovariola"", ""pseudosmallpox""]"
newsticker,"[""newscrawl""]"
dissimilarity,"[""discrepancy"", ""disparity"", ""dissimilitude"", ""divergence"", ""diversity"", ""unlikeness"", ""inconsistency"", ""unsimilarity""]"
